parking_id,name,distance_to_vw_m,num_stops,total_daily_trips,num_routes,nearest_stop_distance_m,stops_score,frequency_score,reliability_score,proximity_score,diversity_score,distance_score,accessibility_score,service_quality,reliability_class,rank_extended
298,"Location (35.0400, -85.3066)",16568.501956752803,165,21752,10,105,84.62,75.97,100.0,89.38,83.33,84.31,85.69,Excellent - High Frequency,High Reliability,41
125,"Location (35.0516, -85.3070)",16337.989328924748,141,21978,12,72,72.31,76.76,100.0,92.72,100.0,86.62,85.01,Excellent - High Frequency,High Reliability,42
283,"Location (35.0485, -85.3134)",16978.071487409667,151,23035,12,253,77.44,80.45,100.0,74.42,100.0,80.22,84.66,Excellent - High Frequency,High Reliability,43
419,"Location (35.0493, -85.3135)",16968.231163954893,146,22061,12,252,74.87,77.05,100.0,74.52,100.0,80.32,83.01,Excellent - High Frequency,High Reliability,44
267,"Location (35.0507, -85.3124)",16835.740108463662,137,20967,12,144,70.26,73.23,100.0,85.44,100.0,81.64,82.35,Excellent - High Frequency,High Reliability,45
242,"Location (35.0389, -85.3084)",16760.843058359744,149,19384,10,92,76.41,67.7,100.0,90.7,83.33,82.39,81.35,Excellent - High Frequency,High Reliability,46
268,"Location (35.0417, -85.2999)",15931.2022056516,151,18710,10,74,77.44,65.35,100.0,92.52,83.33,90.69,81.17,Excellent - High Frequency,High Reliability,47
211,"Location (35.0503, -85.3132)",16921.75745981278,137,21000,12,225,70.26,73.35,100.0,77.25,100.0,80.78,81.16,Excellent - High Frequency,High Reliability,48
106,"Location (35.0463, -85.3161)",17263.52935324641,135,20993,11,201,69.23,73.32,100.0,79.68,91.67,77.36,80.42,Excellent - High Frequency,High Reliability,49
249,"Location (35.0405, -85.3140)",17211.462347659683,140,19283,10,77,71.79,67.35,100.0,92.21,83.33,77.89,80.32,Excellent - High Frequency,High Reliability,50
331,"Location (35.0399, -85.3122)",17071.805458025196,145,19579,10,182,74.36,68.38,100.0,81.6,83.33,79.28,79.68,Excellent - High Frequency,High Reliability,51
157,"Location (35.0387, -85.3114)",17034.869119738145,136,17942,10,72,69.74,62.67,100.0,92.72,83.33,79.65,78.48,Excellent - High Frequency,High Reliability,52
222,32,15746.740184657952,125,16423,12,65,64.1,57.36,100.0,93.43,100.0,92.53,77.25,Excellent - High Frequency,High Reliability,53
160,"Location (35.0471, -85.3177)",17390.384389220973,114,18705,11,100,58.46,65.33,100.0,89.89,91.67,76.1,76.86,Excellent - High Frequency,High Reliability,54
25,"Location (35.0486, -85.3163)",17232.03275302098,123,19231,12,299,63.08,67.17,100.0,69.77,100.0,77.68,76.38,Excellent - High Frequency,High Reliability,55
341,"Location (35.0373, -85.3118)",17108.255638288698,122,16095,10,55,62.56,56.22,100.0,94.44,83.33,78.92,75.0,Excellent - High Frequency,High Reliability,56
291,"Location (35.0427, -85.2985)",15778.425307368572,126,15718,10,70,64.62,54.9,100.0,92.92,83.33,92.22,74.9,Excellent - High Frequency,High Reliability,57
317,"Location (35.0377, -85.3131)",17212.887363914637,119,16024,10,77,61.03,55.97,100.0,92.21,83.33,77.87,74.21,Excellent - High Frequency,High Reliability,58
446,"Location (35.0412, -85.2989)",15856.884935670714,129,14982,9,42,66.15,52.33,100.0,95.75,75.0,91.43,74.1,Excellent - High Frequency,High Reliability,59
322,"Location (35.0542, -85.3069)",16281.397583265654,112,15073,11,79,57.44,52.65,100.0,92.01,91.67,87.19,73.12,Excellent - High Frequency,High Reliability,60
137,"Location (35.0505, -85.3152)",17093.898998065302,113,18357,12,376,57.95,64.12,100.0,61.98,100.0,79.06,73.02,Excellent - High Frequency,High Reliability,61
18,"Location (35.0379, -85.3148)",17355.78547869321,109,15345,10,100,55.9,53.6,100.0,89.89,83.33,76.44,71.87,Excellent - High Frequency,High Reliability,62
372,"Location (35.0364, -85.3057)",16594.150167871016,129,13572,9,95,66.15,47.4,100.0,90.39,75.0,84.06,71.82,Excellent - High Frequency,High Reliability,63
347,"Location (35.0544, -85.3102)",16575.195954255156,103,14038,11,43,52.82,49.03,100.0,95.65,91.67,84.25,71.43,Excellent - High Frequency,High Reliability,64
352,"Location (35.0362, -85.3051)",16551.349007836325,129,12981,9,93,66.15,45.34,100.0,90.6,75.0,84.49,71.23,Excellent - High Frequency,High Reliability,65
405,"Location (35.0361, -85.3092)",16916.238030758424,113,14393,9,78,57.95,50.27,100.0,92.11,75.0,80.84,70.89,Excellent - High Frequency,High Reliability,66
287,"Location (35.0529, -85.3128)",16839.151817133115,98,14975,11,111,50.26,52.3,100.0,88.78,91.67,81.61,70.74,Excellent - High Frequency,High Reliability,67
284,33,15640.676874620724,94,11669,12,64,48.21,40.76,100.0,93.53,100.0,93.59,68.31,Excellent - High Frequency,High Reliability,68
433,"Location (35.0353, -85.3087)",16890.926791164453,105,12471,9,86,53.85,43.56,100.0,91.3,75.0,81.09,67.72,Excellent - High Frequency,High Reliability,69
385,"Location (35.0453, -85.2959)",15487.343342288783,99,11292,11,71,50.77,39.44,100.0,92.82,91.67,95.13,67.61,Excellent - High Frequency,High Reliability,70
327,"Location (35.0551, -85.3114)",16669.476794884038,91,12369,11,86,46.67,43.2,100.0,91.3,91.67,83.31,67.49,Excellent - High Frequency,High Reliability,71
368,"Location (35.0351, -85.3120)",17186.37617956679,98,12350,9,58,50.26,43.14,100.0,94.14,75.0,78.14,67.12,Excellent - High Frequency,High Reliability,72
224,"Location (35.0470, -85.2966)",15500.740469863349,100,11475,11,138,51.28,40.08,100.0,86.05,91.67,94.99,66.92,Excellent - High Frequency,High Reliability,73
371,"Location (35.0433, -85.2963)",15569.144624893748,94,10673,11,71,48.21,37.28,100.0,92.82,91.67,94.31,66.32,Excellent - High Frequency,High Reliability,74
191,"Location (35.0469, -85.2948)",15347.210663359187,88,11010,11,45,45.13,38.45,100.0,95.45,91.67,96.53,66.3,Excellent - High Frequency,High Reliability,75
373,"Location (35.0540, -85.3125)",16785.73066389898,82,12057,11,105,42.05,42.11,100.0,89.38,91.67,82.14,65.72,Excellent - High Frequency,High Reliability,76
369,"Location (35.0353, -85.3131)",17279.71598616369,90,11204,8,53,46.15,39.13,100.0,94.64,66.67,77.2,64.14,Excellent - High Frequency,High Reliability,77
255,"Location (35.0490, -85.2944)",15265.89405365675,75,10520,11,61,38.46,36.74,100.0,93.83,91.67,97.34,63.88,Excellent - High Frequency,High Reliability,78
108,"Location (35.0480, -85.2928)",15139.132416917933,68,9653,11,77,34.87,33.72,100.0,92.21,91.67,98.61,61.83,Excellent - High Frequency,High Reliability,79
457,"Location (35.0345, -85.3072)",16784.954608764467,94,9206,7,87,48.21,32.15,100.0,91.2,58.33,82.15,61.21,Excellent - High Frequency,High Reliability,80
395,"Location (35.0428, -85.2917)",15181.34014230995,70,8545,10,79,35.9,29.85,100.0,92.01,83.33,98.19,60.06,Excellent - High Frequency,High Reliability,81
377,"Location (35.0523, -85.2978)",15496.25578278456,64,8820,11,143,32.82,30.81,100.0,85.54,91.67,95.04,59.44,Excellent - High Frequency,High Reliability,82
165,"Location (35.0439, -85.2878)",14801.097784879394,64,7836,11,100,32.82,27.37,100.0,89.89,91.67,100.0,59.07,Excellent - High Frequency,High Reliability,83
197,"Location (35.0457, -85.2877)",14747.400344846877,59,7824,11,89,30.26,27.33,100.0,91.0,91.67,100.0,58.58,Excellent - High Frequency,High Reliability,84
52,"Location (35.0554, -85.3148)",16978.534638421217,71,9779,10,353,36.41,34.16,100.0,64.31,83.33,80.21,57.33,Excellent - High Frequency,High Reliability,85
77,"Location (35.0373, -85.3177)",17625.92462199118,79,10118,7,312,40.51,35.34,100.0,68.45,58.33,73.74,56.83,Excellent - High Frequency,High Reliability,86
254,"Location (35.0401, -85.2715)",13492.157510081626,91,5121,7,78,46.67,17.89,100.0,92.11,58.33,100.0,56.68,Excellent - High Frequency,High Reliability,87
270,"Location (35.0349, -85.3148)",17442.139198662375,80,8208,6,166,41.03,28.67,100.0,83.22,50.0,75.58,56.34,Excellent - High Frequency,High Reliability,88
351,"Location (35.0441, -85.2791)",14033.981735150313,64,5094,9,47,32.82,17.79,100.0,95.25,75.0,100.0,55.33,Excellent - High Frequency,High Reliability,89
119,"Location (35.0438, -85.2821)",14308.119153063293,58,5705,10,134,29.74,19.93,100.0,86.45,83.33,100.0,54.71,Excellent - High Frequency,High Reliability,90
392,"Location (35.0484, -85.3204)",17604.464856874467,51,9145,5,43,26.15,31.94,100.0,95.65,41.67,73.96,54.64,Excellent - High Frequency,High Reliability,91
339,"Location (35.0328, -85.3132)",17365.84540223165,68,6379,6,56,34.87,22.28,100.0,94.34,50.0,76.34,54.55,Excellent - High Frequency,High Reliability,92
136,"Location (35.0434, -85.2808)",14206.421505664664,60,5148,9,76,30.77,17.98,100.0,92.32,75.0,100.0,54.43,Excellent - High Frequency,High Reliability,93
149,"Location (35.0346, -85.2698)",13541.04134113435,95,5224,3,72,48.72,18.25,100.0,92.72,25.0,100.0,54.06,Excellent - High Frequency,High Reliability,94
370,"Location (35.0495, -85.2880)",14683.180453394674,54,6886,11,284,27.69,24.05,100.0,71.28,91.67,100.0,54.0,Excellent - High Frequency,High Reliability,95
253,"Location (35.0448, -85.3203)",17673.001017576327,44,7770,7,45,22.56,27.14,100.0,95.45,58.33,73.27,53.93,Excellent - High Frequency,High Reliability,96
73,"Location (35.0339, -85.2680)",13418.500163092833,88,4839,3,63,45.13,16.9,100.0,93.63,25.0,100.0,52.9,Excellent - High Frequency,High Reliability,97
263,"Location (35.0499, -85.2870)",14586.847695785582,54,6498,11,343,27.69,22.7,100.0,65.32,91.67,100.0,52.7,Excellent - High Frequency,High Reliability,98
239,"Location (35.0361, -85.2689)",13411.515262954665,98,5153,3,184,50.26,18.0,100.0,81.4,25.0,100.0,52.67,Excellent - High Frequency,High Reliability,99
175,"Location (35.0322, -85.2740)",13994.223044589175,88,5425,2,64,45.13,18.95,100.0,93.53,16.67,100.0,52.66,Excellent - High Frequency,High Reliability,100
247,"Location (35.0487, -85.2783)",13834.205633193116,50,3795,10,85,25.64,13.25,100.0,91.41,83.33,100.0,52.43,Excellent - High Frequency,High Reliability,101
271,"Location (35.0494, -85.2763)",13640.820116451456,52,2858,10,58,26.67,9.98,100.0,94.14,83.33,100.0,52.11,Excellent - High Frequency,High Reliability,102
220,"Location (35.0394, -85.2659)",13026.373818775985,91,4029,3,105,46.67,14.07,100.0,89.38,25.0,100.0,51.8,Excellent - High Frequency,High Reliability,103
116,"Location (35.0350, -85.3162)",17564.596045063816,68,6675,6,297,34.87,23.31,100.0,69.97,50.0,74.35,51.21,Excellent - High Frequency,High Reliability,104
309,"Location (35.0601, -85.3027)",15807.737886805033,47,4031,10,159,24.1,14.08,100.0,83.92,83.33,91.92,51.17,Excellent - High Frequency,High Reliability,105
458,"Location (35.0308, -85.2699)",13701.862328263749,79,4764,2,60,40.51,16.64,100.0,93.93,16.67,100.0,50.88,Excellent - High Frequency,High Reliability,106
60,"Location (35.0346, -85.2663)",13242.823789912638,87,4531,3,183,44.62,15.83,100.0,81.5,25.0,100.0,50.63,Excellent - High Frequency,High Reliability,107
412,"Location (35.0613, -85.3093)",16391.227491708563,54,5155,6,156,27.69,18.0,100.0,84.23,50.0,86.09,49.96,Excellent - High Frequency,High Reliability,108
169,"Location (35.0316, -85.3046)",16657.427646026077,75,5900,5,349,38.46,20.61,100.0,64.71,41.67,83.43,49.67,Excellent - High Frequency,High Reliability,109
380,"Location (35.0619, -85.3081)",16276.017601337511,51,4706,5,73,26.15,16.44,100.0,92.62,41.67,87.24,49.53,Excellent - High Frequency,High Reliability,110
265,"Location (35.0373, -85.2639)",12932.748172394337,87,4168,3,244,44.62,14.56,100.0,75.33,25.0,100.0,49.32,Excellent - High Frequency,High Reliability,111
110,"Location (35.0308, -85.3055)",16760.93912439189,70,5311,5,299,35.9,18.55,100.0,69.77,41.67,82.39,49.17,Excellent - High Frequency,High Reliability,112
171,"Location (35.0612, -85.3059)",16091.381425005473,47,4576,5,114,24.1,15.98,100.0,88.47,41.67,89.09,48.26,Excellent - High Frequency,High Reliability,113
226,"Location (35.0600, -85.3011)",15670.64515219331,44,3712,9,266,22.56,12.96,100.0,73.1,75.0,93.29,48.0,Excellent - High Frequency,High Reliability,114
294,"Location (35.0499, -85.3206)",17589.265226945787,40,7310,3,173,20.51,25.53,100.0,82.51,25.0,74.11,47.66,Excellent - High Frequency,High Reliability,115
21,"Location (35.0295, -85.3069)",16926.71662297923,65,4635,4,258,33.33,16.19,100.0,73.91,33.33,80.73,47.61,Excellent - High Frequency,High Reliability,116
259,"Location (35.0257, -85.2775)",14564.408062248234,60,3502,2,76,30.77,12.23,100.0,92.32,16.67,100.0,46.88,Excellent - High Frequency,High Reliability,117
103,"Location (35.0575, -85.2541)",11473.83984501075,64,1781,3,68,32.82,6.22,100.0,93.12,25.0,100.0,46.54,Excellent - High Frequency,High Reliability,118
282,"Location (35.0090, -85.3241)",19197.613515241574,56,4003,2,103,28.72,13.98,100.0,89.59,16.67,58.02,46.48,Excellent - High Frequency,High Reliability,119
131,"Location (35.0588, -85.2533)",11376.919740022213,63,1718,3,102,32.31,6.0,100.0,89.69,25.0,100.0,45.83,Excellent - High Frequency,High Reliability,120
388,"Location (35.0171, -85.3234)",18802.899318131505,47,3458,2,68,24.1,12.08,100.0,93.12,16.67,61.97,45.28,Excellent - High Frequency,High Reliability,121
207,"Location (35.0155, -85.3245)",18963.23319039226,46,3383,2,59,23.59,11.82,100.0,94.03,16.67,60.37,45.21,Excellent - High Frequency,High Reliability,122
117,"Location (35.0101, -85.3267)",19372.020127190815,49,3452,2,100,25.13,12.06,100.0,89.89,16.67,56.28,45.05,Excellent - High Frequency,High Reliability,123
279,"Location (35.0411, -85.2619)",12621.061989345246,73,2281,2,238,37.44,7.97,100.0,75.94,16.67,100.0,44.81,Excellent - High Frequency,High Reliability,124
326,"Location (35.0632, -85.3081)",16268.503177792434,42,2593,3,59,21.54,9.06,100.0,94.03,25.0,87.31,44.71,Excellent - High Frequency,High Reliability,125
447,"Location (35.0628, -85.3062)",16096.551647026326,41,2577,3,55,21.03,9.0,100.0,94.44,25.0,89.03,44.62,Excellent - High Frequency,High Reliability,126
135,"Location (35.0147, -85.3261)",19127.662927928555,46,3331,2,107,23.59,11.63,100.0,89.18,16.67,58.72,44.43,Excellent - High Frequency,High Reliability,127
357,"Location (35.0628, -85.3110)",16536.63823343563,38,3099,3,79,19.49,10.82,100.0,92.01,25.0,84.63,44.42,Excellent - High Frequency,High Reliability,128
179,"Location (35.0484, -85.3213)",17681.806328254428,28,4373,3,114,14.36,15.27,100.0,88.47,25.0,73.18,43.94,Excellent - High Frequency,High Reliability,129
260,"Location (35.0441, -85.2600)",12359.246070143075,70,1997,2,251,35.9,6.97,100.0,74.62,16.67,100.0,43.93,Excellent - High Frequency,High Reliability,130
232,"Location (35.0205, -85.2881)",15675.53960456273,46,1938,2,63,23.59,6.77,100.0,93.63,16.67,93.24,43.64,Excellent - High Frequency,High Reliability,131
152,"Location (35.0228, -85.2752)",14501.092639079932,51,2626,2,157,26.15,9.17,100.0,84.13,16.67,100.0,43.58,Excellent - High Frequency,High Reliability,132
427,"Location (35.0628, -85.3131)",16725.711027559777,38,3099,3,137,19.49,10.82,100.0,86.15,25.0,82.74,43.54,Excellent - High Frequency,High Reliability,133
128,"Location (35.0543, -85.2811)",13962.038792774112,17,765,9,160,8.72,2.67,100.0,83.82,75.0,100.0,43.05,Excellent - High Frequency,High Reliability,134
154,"Location (35.0090, -85.3291)",19614.49139755912,38,2529,2,84,19.49,8.83,100.0,91.51,16.67,53.86,42.91,Excellent - High Frequency,High Reliability,135
120,"Location (35.0456, -85.2590)",12225.56343242518,63,1712,1,192,32.31,5.98,100.0,80.59,8.33,100.0,42.79,Excellent - High Frequency,High Reliability,136
297,"Location (35.0565, -85.2797)",13787.75021527356,19,693,8,135,9.74,2.42,100.0,86.35,66.67,100.0,42.78,Excellent - High Frequency,High Reliability,137
236,"Location (35.0401, -85.2587)",12383.511625571266,45,1302,2,67,23.08,4.55,100.0,93.23,16.67,100.0,42.78,Excellent - High Frequency,High Reliability,138
426,"Location (35.0651, -85.3101)",16430.44332678596,34,1961,3,101,17.44,6.85,100.0,89.79,25.0,85.7,42.38,Excellent - High Frequency,High Reliability,139
176,"Location (35.0433, -85.2582)",12231.87967147341,49,1262,1,73,25.13,4.41,100.0,92.62,8.33,100.0,42.33,Excellent - High Frequency,High Reliability,140
28,"Location (35.0404, -85.3213)",17860.43358914865,34,3134,2,144,17.44,10.95,100.0,85.44,16.67,71.4,42.13,Excellent - High Frequency,High Reliability,141
444,"Location (35.0226, -85.3200)",18303.894767335743,41,2803,2,182,21.03,9.79,100.0,81.6,16.67,66.96,42.1,Excellent - High Frequency,High Reliability,142
301,"Location (35.0632, -85.3124)",16654.233453869983,37,2315,3,173,18.97,8.09,100.0,82.51,25.0,83.46,42.05,Excellent - High Frequency,High Reliability,143
285,"Location (35.0251, -85.3177)",18011.65856650357,32,2082,2,60,16.41,7.27,100.0,93.93,16.67,69.88,42.04,Excellent - High Frequency,High Reliability,144
133,"Location (35.0580, -85.2772)",13536.43498529075,22,710,6,101,11.28,2.48,100.0,89.79,50.0,100.0,42.03,Excellent - High Frequency,High Reliability,145
65,"Location (35.0632, -85.3147)",16865.957170690413,31,1803,3,92,15.9,6.3,100.0,90.7,25.0,81.34,41.97,Excellent - High Frequency,High Reliability,146
145,"Location (35.0679, -85.3144)",16800.660302076376,31,1651,3,82,15.9,5.77,100.0,91.71,25.0,81.99,41.96,Excellent - High Frequency,High Reliability,147
355,"Location (35.0655, -85.3108)",16488.751324438508,34,1961,3,130,17.44,6.85,100.0,86.86,25.0,85.11,41.94,Excellent - High Frequency,High Reliability,148
198,"Location (35.0546, -85.2827)",14097.194634948855,19,1596,7,206,9.74,5.57,100.0,79.17,58.33,100.0,41.82,Excellent - High Frequency,High Reliability,149
307,"Location (35.0469, -85.3216)",17738.398645266854,24,3638,2,119,12.31,12.71,100.0,87.97,16.67,72.62,41.75,Excellent - High Frequency,High Reliability,150
67,"Location (35.0378, -85.2588)",12478.18452894339,48,2008,2,215,24.62,7.01,100.0,78.26,16.67,100.0,41.66,Excellent - High Frequency,High Reliability,151
213,"Location (35.0624, -85.2982)",15370.97670617565,26,1896,3,88,13.33,6.62,100.0,91.1,25.0,96.29,41.49,Excellent - High Frequency,High Reliability,152
455,"Location (35.0630, -85.3031)",15816.53309337607,35,2153,3,189,17.95,7.52,100.0,80.89,25.0,91.83,41.38,Excellent - High Frequency,High Reliability,153
142,"Location (35.0196, -85.3137)",17882.451680494763,35,2483,2,159,17.95,8.67,100.0,83.92,16.67,71.18,41.34,Excellent - High Frequency,High Reliability,154
445,"Location (35.0103, -85.2197)",10989.04308156252,27,2792,1,61,13.85,9.75,100.0,93.83,8.33,100.0,41.3,Excellent - High Frequency,High Reliability,155
420,"Location (35.0127, -85.2288)",11448.484702196187,25,2586,1,49,12.82,9.03,100.0,95.05,8.33,100.0,41.0,Excellent - High Frequency,High Reliability,156
173,"Location (35.0098, -85.2182)",10923.318282043329,27,2721,1,77,13.85,9.5,100.0,92.21,8.33,100.0,40.98,Excellent - High Frequency,High Reliability,157
245,"Location (35.0194, -85.2396)",11817.474982558093,25,2588,1,51,12.82,9.04,100.0,94.84,8.33,100.0,40.98,Excellent - High Frequency,High Reliability,158
91,"Location (35.0241, -85.2913)",15788.482377443996,50,1740,1,208,25.64,6.08,100.0,78.97,8.33,92.12,40.91,Excellent - High Frequency,High Reliability,159
277,"Location (35.0149, -85.2092)",9943.447636659916,24,2412,1,37,12.31,8.42,100.0,96.26,8.33,100.0,40.88,Excellent - High Frequency,High Reliability,160
54,"Location (35.0093, -85.2136)",10668.579077980667,25,2515,1,56,12.82,8.78,100.0,94.34,8.33,100.0,40.82,Excellent - High Frequency,High Reliability,161
443,"Location (35.0103, -85.2126)",10524.649308311857,26,2618,1,87,13.33,9.14,100.0,91.2,8.33,100.0,40.59,Excellent - High Frequency,High Reliability,162
394,"Location (35.0102, -85.2146)",10660.60351397197,28,2825,1,122,14.36,9.87,100.0,87.66,8.33,100.0,40.53,Excellent - High Frequency,High Reliability,163
227,"Location (34.9871, -85.2876)",17454.508944879137,27,1506,2,82,13.85,5.26,100.0,91.71,16.67,75.45,40.46,Excellent - High Frequency,High Reliability,164
97,"Location (35.0210, -85.2908)",15882.663851895335,37,1128,1,94,18.97,3.94,100.0,90.5,8.33,91.17,40.33,Excellent - High Frequency,High Reliability,165
315,"Location (35.0109, -85.2239)",11238.202245081304,25,2586,1,95,12.82,9.03,100.0,90.39,8.33,100.0,40.31,Excellent - High Frequency,High Reliability,166
158,"Location (35.0185, -85.2388)",11810.946270524515,25,2588,1,96,12.82,9.04,100.0,90.29,8.33,100.0,40.29,Excellent - High Frequency,High Reliability,167
75,"Location (35.0366, -85.1597)",5209.900613742207,23,2482,1,75,11.79,8.67,100.0,92.42,8.33,65.12,40.25,Excellent - High Frequency,High Reliability,168
378,"Location (35.0167, -85.2357)",11693.642737458833,23,2380,1,73,11.79,8.31,100.0,92.62,8.33,100.0,40.17,Excellent - High Frequency,High Reliability,169
261,"Location (35.0224, -85.2433)",11928.26811832894,22,2232,1,57,11.28,7.8,100.0,94.24,8.33,100.0,40.13,Excellent - High Frequency,High Reliability,170
59,"Location (35.0243, -85.2452)",11974.843702041577,23,2336,1,78,11.79,8.16,100.0,92.11,8.33,100.0,40.05,Excellent - High Frequency,High Reliability,171
436,"Location (35.0614, -85.2981)",15378.775576446165,26,1896,3,187,13.33,6.62,100.0,81.09,25.0,96.21,39.98,Excellent - High Frequency,High Reliability,172
416,"Location (35.0116, -85.2134)",10477.343419158178,27,2722,1,145,13.85,9.51,100.0,85.34,8.33,100.0,39.95,Excellent - High Frequency,High Reliability,173
408,"Location (35.0106, -85.2120)",10459.300858903674,27,2722,1,154,13.85,9.51,100.0,84.43,8.33,100.0,39.81,Excellent - High Frequency,High Reliability,174
127,"Location (35.0068, -85.2108)",10687.297546426966,20,1999,1,46,10.26,6.98,100.0,95.35,8.33,100.0,39.79,Excellent - High Frequency,High Reliability,175
36,"Location (35.0142, -85.2121)",10189.562171026239,25,2515,1,133,12.82,8.78,100.0,86.55,8.33,100.0,39.66,Excellent - High Frequency,High Reliability,176
275,"Location (35.0545, -85.3196)",17422.36661145387,40,5374,5,678,20.51,18.77,100.0,31.45,41.67,75.78,39.64,Excellent - High Frequency,High Reliability,177
48,"Location (35.0574, -85.2803)",13832.775324212795,13,479,6,167,6.67,1.67,100.0,83.11,50.0,100.0,39.64,Excellent - High Frequency,High Reliability,178
349,"Location (35.1020, -85.2747)",13433.810699797194,22,1320,1,30,11.28,4.61,100.0,96.97,8.33,100.0,39.58,Excellent - High Frequency,High Reliability,179
439,"Location (35.0686, -85.2890)",14477.474986544785,23,1380,1,45,11.79,4.82,100.0,95.45,8.33,100.0,39.55,Excellent - High Frequency,High Reliability,180
85,"Location (35.1065, -85.2718)",13287.58221223627,23,1380,1,47,11.79,4.82,100.0,95.25,8.33,100.0,39.52,Excellent - High Frequency,High Reliability,181
256,"Location (35.0625, -85.2756)",13327.394721544599,18,598,5,175,9.23,2.09,100.0,82.31,41.67,100.0,39.45,Excellent - High Frequency,High Reliability,182
