parking_id,name,distance_to_vw_m,num_stops,total_daily_trips,num_routes,nearest_stop_distance_m,stops_score,frequency_score,reliability_score,proximity_score,diversity_score,distance_score,accessibility_score,service_quality,reliability_class,rank_moderate
260,"Location (35.0441, -85.2600)",12359.246070143075,39,967,1,251,24.53,4.02,100.0,67.78,8.33,100.0,38.34,Excellent - High Frequency,High Reliability,165
142,"Location (35.0196, -85.3137)",17882.451680494763,23,1517,1,159,14.47,6.3,100.0,79.59,8.33,71.18,38.28,Excellent - High Frequency,High Reliability,166
392,"Location (35.0484, -85.3204)",17604.464856874467,14,839,1,43,8.81,3.48,100.0,94.48,8.33,73.96,38.25,Excellent - High Frequency,High Reliability,167
232,"Location (35.0205, -85.2881)",15675.53960456273,20,360,1,63,12.58,1.5,100.0,91.91,8.33,93.24,38.21,Excellent - High Frequency,High Reliability,168
436,"Location (35.0614, -85.2981)",15378.775576446165,17,1290,3,187,10.69,5.36,100.0,75.99,25.0,96.21,38.18,Excellent - High Frequency,High Reliability,169
421,"Location (35.0266, -85.2538)",12555.274696726949,12,1196,1,67,7.55,4.97,100.0,91.4,8.33,100.0,37.92,Excellent - High Frequency,High Reliability,170
285,"Location (35.0251, -85.3177)",18011.65856650357,14,764,1,60,8.81,3.17,100.0,92.3,8.33,69.88,37.83,Excellent - High Frequency,High Reliability,171
97,"Location (35.0210, -85.2908)",15882.663851895335,21,378,1,94,13.21,1.57,100.0,87.93,8.33,91.17,37.8,Excellent - High Frequency,High Reliability,172
28,"Location (35.0404, -85.3213)",17860.43358914865,20,1270,1,144,12.58,5.27,100.0,81.51,8.33,71.4,37.79,Excellent - High Frequency,High Reliability,173
244,"Location (35.1181, -85.2505)",11852.18220719251,15,900,1,90,9.43,3.74,100.0,88.45,8.33,100.0,37.58,Excellent - High Frequency,High Reliability,174
401,"Location (35.1014, -85.2741)",13369.787039538222,16,960,1,105,10.06,3.99,100.0,86.52,8.33,100.0,37.52,Excellent - High Frequency,High Reliability,175
226,"Location (35.0600, -85.3011)",15670.64515219331,20,1536,3,266,12.58,6.38,100.0,65.85,25.0,93.29,37.44,Excellent - High Frequency,High Reliability,176
128,"Location (35.0543, -85.2811)",13962.038792774112,11,337,4,160,6.92,1.4,100.0,79.46,33.33,100.0,37.4,Excellent - High Frequency,High Reliability,177
75,"Location (35.0366, -85.1597)",5209.900613742207,10,1138,1,75,6.29,4.73,100.0,90.37,8.33,65.12,37.38,Excellent - High Frequency,High Reliability,178
67,"Location (35.0378, -85.2588)",12478.18452894339,28,988,1,215,17.61,4.1,100.0,72.4,8.33,100.0,37.33,Excellent - High Frequency,High Reliability,179
307,"Location (35.0469, -85.3216)",17738.398645266854,16,965,1,119,10.06,4.01,100.0,84.72,8.33,72.62,37.26,Excellent - High Frequency,High Reliability,180
96,"Location (35.0152, -85.2073)",9794.010470838497,13,1274,1,120,8.18,5.29,100.0,84.6,8.33,100.0,37.15,Excellent - High Frequency,High Reliability,181
266,"Location (35.0807, -85.2638)",12161.83906663383,8,212,2,56,5.03,0.88,100.0,92.81,16.67,100.0,37.11,Excellent - High Frequency,High Reliability,182
178,"Location (35.0213, -85.3238)",18675.929195071178,26,1782,2,308,16.35,7.4,100.0,60.46,16.67,63.24,37.04,Excellent - High Frequency,High Reliability,183
7,"Location (35.0098, -85.2057)",10122.094320735687,15,1480,1,158,9.43,6.15,100.0,79.72,8.33,100.0,36.99,Excellent - High Frequency,High Reliability,184
179,"Location (35.0484, -85.3213)",17681.806328254428,14,839,1,114,8.81,3.48,100.0,85.37,8.33,73.18,36.88,Excellent - High Frequency,High Reliability,185
214,"Location (35.0229, -85.2482)",12298.450923569515,18,1818,1,217,11.32,7.55,100.0,72.14,8.33,100.0,36.75,Excellent - High Frequency,High Reliability,186
20,Hixson Plaza,12692.86383898339,13,780,1,114,8.18,3.24,100.0,85.37,8.33,100.0,36.65,Excellent - High Frequency,High Reliability,187
41,"Location (35.0119, -85.2118)",10348.457393685041,21,2101,1,270,13.21,8.73,100.0,65.34,8.33,100.0,36.55,Excellent - High Frequency,High Reliability,188
151,"Location (35.1293, -85.2475)",12135.321891554366,11,674,1,100,6.92,2.8,100.0,87.16,8.33,100.0,36.48,Excellent - High Frequency,High Reliability,189
206,"Location (35.0782, -85.2666)",12411.93984164174,7,194,2,87,4.4,0.81,100.0,88.83,16.67,100.0,36.33,Excellent - High Frequency,High Reliability,190
38,"Location (35.0084, -85.2163)",10911.536282753124,19,1966,1,261,11.95,8.17,100.0,66.5,8.33,100.0,36.24,Excellent - High Frequency,High Reliability,191
297,"Location (35.0565, -85.2797)",13787.75021527356,7,173,3,135,4.4,0.72,100.0,82.67,25.0,100.0,36.22,Excellent - High Frequency,High Reliability,192
243,"Location (35.1330, -85.2406)",11803.274990713064,5,360,1,46,3.14,1.5,100.0,94.09,8.33,100.0,36.18,Excellent - High Frequency,High Reliability,193
302,"Location (35.0072, -85.2079)",10470.405637369466,11,1138,1,158,6.92,4.73,100.0,79.72,8.33,100.0,35.94,Excellent - High Frequency,High Reliability,194
210,"Location (35.0323, -85.1595)",5612.268163857909,4,518,1,74,2.52,2.15,100.0,90.5,8.33,70.15,35.68,Excellent - High Frequency,High Reliability,195
231,"Location (35.0061, -85.2141)",10950.245230460316,17,1760,1,263,10.69,7.31,100.0,66.24,8.33,100.0,35.64,Excellent - High Frequency,High Reliability,196
5,"Location (34.9952, -85.3113)",18821.777424536063,22,1650,1,310,13.84,6.85,100.0,60.21,8.33,61.78,35.38,Excellent - High Frequency,High Reliability,197
269,"Location (35.0245, -85.3113)",17485.106873188568,16,992,1,219,10.06,4.12,100.0,71.89,8.33,75.15,35.37,Excellent - High Frequency,High Reliability,198
34,"Location (35.1296, -85.2415)",11679.814236324572,7,434,1,110,4.4,1.8,100.0,85.88,8.33,100.0,35.36,Excellent - High Frequency,High Reliability,199
48,"Location (35.0574, -85.2803)",13832.775324212795,5,141,3,167,3.14,0.59,100.0,78.56,25.0,100.0,35.25,Excellent - High Frequency,High Reliability,200
238,"Location (35.1338, -85.2408)",11859.667775190463,6,420,1,110,3.77,1.74,100.0,85.88,8.33,100.0,35.18,Excellent - High Frequency,High Reliability,201
12,"Location (35.0266, -85.1941)",8049.539458071221,10,1034,1,183,6.29,4.29,100.0,76.51,8.33,100.0,35.17,Excellent - High Frequency,High Reliability,202
356,"Location (35.0318, -85.1846)",7022.89688145134,8,827,1,155,5.03,3.43,100.0,80.1,8.33,87.79,35.14,Excellent - High Frequency,High Reliability,203
17,"Location (35.0321, -85.1578)",5561.960860268819,5,622,1,117,3.14,2.58,100.0,84.98,8.33,69.52,35.14,Excellent - High Frequency,High Reliability,204
198,"Location (35.0546, -85.2827)",14097.194634948855,8,238,3,206,5.03,0.99,100.0,73.56,25.0,100.0,35.09,Excellent - High Frequency,High Reliability,205
294,"Location (35.0499, -85.3206)",17589.265226945787,11,650,1,173,6.92,2.7,100.0,77.79,8.33,74.11,35.04,Excellent - High Frequency,High Reliability,206
31,"Location (35.0462, -85.3227)",17859.26257989557,16,965,1,244,10.06,4.01,100.0,68.68,8.33,71.41,34.85,Excellent - High Frequency,High Reliability,207
423,"Location (35.0323, -85.1858)",7061.071476816894,9,931,1,189,5.66,3.87,100.0,75.74,8.33,88.26,34.77,Excellent - High Frequency,High Reliability,208
95,"Location (35.0369, -85.1581)",5101.151819356967,10,1138,1,217,6.29,4.73,100.0,72.14,8.33,63.76,34.65,Excellent - High Frequency,High Reliability,209
230,"Location (35.1320, -85.2399)",11693.430679578463,4,300,1,129,2.52,1.25,100.0,83.44,8.33,100.0,34.35,Excellent - High Frequency,High Reliability,210
58,"Location (35.0353, -85.1609)",5385.073552751115,6,724,1,177,3.77,3.01,100.0,77.28,8.33,67.31,34.27,Excellent - High Frequency,High Reliability,211
365,"Location (35.0652, -85.2739)",13135.479297649694,7,169,2,197,4.4,0.7,100.0,74.71,16.67,100.0,34.18,Excellent - High Frequency,High Reliability,212
35,"Location (35.1314, -85.2414)",11770.766305639338,5,314,1,158,3.14,1.3,100.0,79.72,8.33,100.0,33.97,Excellent - High Frequency,High Reliability,213
81,"Location (35.0743, -85.1868)",5134.277190232825,8,136,1,171,5.03,0.56,100.0,78.05,8.33,64.18,33.97,Excellent - High Frequency,High Reliability,214
196,"Location (35.1336, -85.2397)",11768.734524876905,3,240,1,146,1.89,1.0,100.0,81.26,8.33,100.0,33.79,Excellent - High Frequency,High Reliability,215
115,"Location (35.0331, -85.1567)",5416.221546708479,6,725,1,236,3.77,3.01,100.0,69.7,8.33,67.7,33.14,Excellent - High Frequency,High Reliability,216
156,"Location (35.0327, -85.1841)",6921.977172744164,8,827,1,263,5.03,3.43,100.0,66.24,8.33,86.52,33.06,Excellent - High Frequency,High Reliability,217
90,Highland Plaza,12767.793759533346,2,120,1,170,1.26,0.5,100.0,78.18,8.33,100.0,33.02,Excellent - High Frequency,Moderate Reliability,218
13,"Location (35.1397, -85.2457)",12593.87923343029,2,120,1,174,1.26,0.5,100.0,77.66,8.33,100.0,32.95,Excellent - High Frequency,Moderate Reliability,219
29,"Location (35.0365, -85.1552)",5012.728347499456,9,1035,1,293,5.66,4.3,100.0,62.39,8.33,62.66,32.9,Excellent - High Frequency,High Reliability,220
219,"Location (35.0754, -85.2644)",12207.120358534537,8,226,2,291,5.03,0.94,100.0,62.64,16.67,100.0,32.6,Excellent - High Frequency,High Reliability,221
42,"Location (35.0338, -85.1606)",5512.802843370634,5,621,1,268,3.14,2.58,100.0,65.6,8.33,68.91,32.23,Excellent - High Frequency,High Reliability,222
70,"Location (35.1287, -85.2380)",11352.004533771475,4,300,1,249,2.52,1.25,100.0,68.04,8.33,100.0,32.04,Excellent - High Frequency,High Reliability,223
16,"Location (35.1371, -85.2424)",12191.700807045909,3,180,1,234,1.89,0.75,100.0,69.96,8.33,100.0,32.02,Excellent - High Frequency,High Reliability,224
126,"Location (35.0871, -85.1891)",5457.218692976104,9,86,1,70,5.66,0.36,80.0,91.01,8.33,68.22,32.01,Good - Moderate Frequency,High Reliability,225
187,"Location (35.1345, -85.2393)",11793.705698179541,3,240,1,244,1.89,1.0,100.0,68.68,8.33,100.0,31.91,Excellent - High Frequency,High Reliability,226
218,"Location (35.1003, -85.2398)",10292.807598783485,4,96,2,94,2.52,0.4,80.0,87.93,16.67,100.0,31.61,Good - Moderate Frequency,High Reliability,227
10,"Location (35.0348, -85.1568)",5249.99127523449,7,828,1,338,4.4,3.44,100.0,56.61,8.33,65.62,31.46,Excellent - High Frequency,High Reliability,228
49,"Location (35.1323, -85.2382)",11577.988512018781,2,180,1,259,1.26,0.75,100.0,66.75,8.33,100.0,31.38,Excellent - High Frequency,Moderate Reliability,229
195,"Location (35.1310, -85.2387)",11537.731296544687,4,300,1,290,2.52,1.25,100.0,62.77,8.33,100.0,31.25,Excellent - High Frequency,High Reliability,230
118,"Location (35.0641, -85.2729)",13064.058987025759,5,92,2,123,3.14,0.38,80.0,84.21,16.67,100.0,31.2,Good - Moderate Frequency,High Reliability,231
86,"Location (35.1268, -85.2384)",11284.862676867533,5,314,1,306,3.14,1.3,100.0,60.72,8.33,100.0,31.12,Excellent - High Frequency,High Reliability,232
217,"Location (35.0152, -85.2208)",10713.627930885033,17,1758,1,509,10.69,7.3,100.0,34.66,8.33,100.0,30.9,Excellent - High Frequency,High Reliability,233
202,"Location (35.0730, -85.2366)",9682.087855690073,8,75,1,122,5.03,0.31,80.0,84.34,8.33,100.0,30.84,Good - Moderate Frequency,High Reliability,234
15,"Location (35.1343, -85.2443)",12168.104799504843,6,420,1,348,3.77,1.74,100.0,55.33,8.33,100.0,30.6,Excellent - High Frequency,High Reliability,235
47,"Location (35.1304, -85.2379)",11438.144834532799,2,180,1,311,1.26,0.75,100.0,60.08,8.33,100.0,30.38,Excellent - High Frequency,Moderate Reliability,236
57,"Location (35.1355, -85.2454)",12323.355336348768,5,300,1,346,3.14,1.25,100.0,55.58,8.33,100.0,30.33,Excellent - High Frequency,High Reliability,237
256,"Location (35.0625, -85.2756)",13327.394721544599,3,56,2,175,1.89,0.23,80.0,77.54,16.67,100.0,29.84,Good - Moderate Frequency,High Reliability,238
53,"Location (35.0985, -85.2375)",10038.740364563904,4,96,2,195,2.52,0.4,80.0,74.97,16.67,100.0,29.66,Good - Moderate Frequency,High Reliability,239
362,"Location (35.0056, -85.2211)",11438.427933220059,12,1242,1,505,7.55,5.16,100.0,35.17,8.33,100.0,29.54,Excellent - High Frequency,High Reliability,240
82,"Location (35.0981, -85.2447)",10668.924524613412,4,96,2,213,2.52,0.4,80.0,72.66,16.67,100.0,29.31,Good - Moderate Frequency,High Reliability,241
250,"Location (35.0055, -85.2228)",11565.609490025465,13,1345,1,542,8.18,5.59,100.0,30.42,8.33,100.0,29.12,Excellent - High Frequency,High Reliability,242
72,"Location (35.0985, -85.2411)",10359.342609290978,4,96,2,229,2.52,0.4,80.0,70.6,16.67,100.0,29.01,Good - Moderate Frequency,High Reliability,243
166,"Location (35.1325, -85.2367)",11471.784594175695,2,180,1,395,1.26,0.75,100.0,49.29,8.33,100.0,28.77,Excellent - High Frequency,Moderate Reliability,244
46,"Location (35.1015, -85.2385)",10209.529541382672,3,64,1,199,1.89,0.27,80.0,74.45,8.33,100.0,28.55,Good - Moderate Frequency,High Reliability,245
162,"Location (35.0554, -85.2832)",14122.512198025344,3,80,1,206,1.89,0.33,80.0,73.56,8.33,100.0,28.44,Good - Moderate Frequency,High Reliability,246
2,"Location (35.1132, -85.2471)",11364.192388386673,7,420,1,479,4.4,1.74,100.0,38.51,8.33,100.0,28.23,Excellent - High Frequency,High Reliability,247
376,"Location (35.0964, -85.2532)",11394.525841731122,4,96,2,289,2.52,0.4,80.0,62.9,16.67,100.0,27.85,Good - Moderate Frequency,High Reliability,248
303,"Location (35.0959, -85.2549)",11535.472456274978,4,81,2,289,2.52,0.34,80.0,62.9,16.67,100.0,27.83,Good - Moderate Frequency,High Reliability,249
98,"Location (35.1246, -85.2392)",11229.39560924146,5,314,1,488,3.14,1.3,100.0,37.36,8.33,100.0,27.61,Excellent - High Frequency,High Reliability,250
293,"Location (35.1237, -85.2408)",11308.579966236304,12,734,1,573,7.55,3.05,100.0,26.44,8.33,100.0,27.6,Excellent - High Frequency,High Reliability,251
144,"Location (35.0997, -85.2429)",10546.21739821448,4,96,2,353,2.52,0.4,80.0,54.69,16.67,100.0,26.62,Good - Moderate Frequency,High Reliability,252
258,"Location (35.0114, -85.2393)",12299.5652353923,9,932,1,620,5.66,3.87,100.0,20.41,8.33,100.0,26.47,Excellent - High Frequency,High Reliability,253
359,"Location (35.0308, -85.1743)",6488.098468502101,5,517,1,568,3.14,2.15,100.0,27.09,8.33,81.1,26.33,Excellent - High Frequency,High Reliability,254
148,"Location (35.1304, -85.2352)",11235.591515982102,2,180,1,527,1.26,0.75,100.0,32.35,8.33,100.0,26.22,Excellent - High Frequency,Moderate Reliability,255
289,"Location (35.0289, -85.2417)",11455.444428735049,10,990,1,662,6.29,4.11,100.0,15.02,8.33,100.0,25.89,Excellent - High Frequency,High Reliability,256
32,"Location (35.1319, -85.2351)",11312.886276345926,2,180,1,547,1.26,0.75,100.0,29.78,8.33,100.0,25.84,Excellent - High Frequency,Moderate Reliability,257
84,"Location (35.0810, -85.2970)",15187.833946564699,8,480,1,628,5.03,1.99,100.0,19.38,8.33,98.12,25.6,Excellent - High Frequency,High Reliability,258
161,Cell Waiting Lot,7831.405716430047,5,517,1,608,3.14,2.15,100.0,21.95,8.33,97.89,25.56,Excellent - High Frequency,High Reliability,259
275,"Location (35.0545, -85.3196)",17422.36661145387,5,927,2,678,3.14,3.85,100.0,12.97,16.67,75.78,25.55,Excellent - High Frequency,High Reliability,260
183,"Location (35.0733, -85.1997)",6321.051118763003,3,51,1,367,1.89,0.21,80.0,52.89,8.33,79.01,25.3,Good - Moderate Frequency,High Reliability,261
233,"Location (35.1246, -85.2368)",11037.288072366136,1,120,1,588,0.63,0.5,100.0,24.52,8.33,100.0,24.82,Excellent - High Frequency,Low Reliability,262
441,"Location (35.1225, -85.2404)",11216.237747657638,10,614,1,698,6.29,2.55,100.0,10.4,8.33,100.0,24.73,Excellent - High Frequency,High Reliability,263
201,"Location (35.0287, -85.2010)",8362.941929626348,6,620,1,707,3.77,2.58,100.0,9.24,8.33,100.0,23.94,Excellent - High Frequency,High Reliability,264
37,"Location (35.1008, -85.2344)",9828.951655446512,3,64,1,440,1.89,0.27,80.0,43.52,8.33,100.0,23.91,Good - Moderate Frequency,High Reliability,265
138,"Location (35.0630, -85.3218)",17513.336903520536,4,196,1,669,2.52,0.81,100.0,14.12,8.33,74.87,23.82,Excellent - High Frequency,High Reliability,266
311,"Location (35.0609, -85.3222)",17566.642525732477,2,120,1,716,1.26,0.5,100.0,8.09,8.33,74.33,22.51,Excellent - High Frequency,Moderate Reliability,267
93,"Location (35.0978, -85.2685)",12789.157417632921,5,300,1,752,3.14,1.25,100.0,3.47,8.33,100.0,22.51,Excellent - High Frequency,High Reliability,268
123,"Location (35.0117, -85.2427)",12527.047720566086,4,414,1,758,2.52,1.72,100.0,2.7,8.33,100.0,22.38,Excellent - High Frequency,High Reliability,269
384,"Location (35.1421, -85.2378)",12155.829613041476,1,60,1,709,0.63,0.25,80.0,8.99,8.33,100.0,18.41,Good - Moderate Frequency,Low Reliability,270
134,CCA lot,15699.55344386791,1,76,1,756,0.63,0.32,80.0,2.95,8.33,93.0,17.53,Good - Moderate Frequency,Low Reliability,271
122,"Location (35.1434, -85.2381)",12268.010550134717,1,60,1,778,0.63,0.25,80.0,0.13,8.33,100.0,17.08,Good - Moderate Frequency,Low Reliability,272
366,"Location (35.1449, -85.2405)",12542.848434162248,1,60,1,779,0.63,0.25,80.0,0.0,8.33,100.0,17.07,Good - Moderate Frequency,Low Reliability,273
257,"Location (35.0748, -85.2029)",6602.972725072853,2,34,1,620,1.26,0.14,60.0,20.41,8.33,82.54,16.25,Fair - Basic Service,Moderate Reliability,274
324,"Location (35.0912, -85.2237)",8635.993054030803,1,17,1,444,0.63,0.07,40.0,43.0,8.33,100.0,15.46,Limited - Minimal Service,Low Reliability,275
229,Oakwood Baptist Church Parking Lot,6615.814407029805,3,44,1,681,1.89,0.18,60.0,12.58,8.33,82.7,15.25,Fair - Basic Service,Moderate Reliability,276
343,"Location (35.0770, -85.2041)",6710.698768889545,2,27,1,769,1.26,0.11,40.0,1.28,8.33,83.88,9.37,Limited - Minimal Service,Low Reliability,277
