parking_id,name,distance_to_vw_m,num_stops,total_daily_trips,num_routes,nearest_stop_distance_m,stops_score,frequency_score,reliability_score,proximity_score,diversity_score,distance_score,accessibility_score,service_quality,reliability_class,rank_conservative
331,"Location (35.0399, -85.3122)",17071.805458025196,48,7816,8,182,57.83,52.73,100.0,62.7,72.73,79.28,66.95,Excellent - High Frequency,High Reliability,34
419,"Location (35.0493, -85.3135)",16968.231163954893,50,7849,9,252,60.24,52.95,100.0,48.36,81.82,80.32,66.38,Excellent - High Frequency,High Reliability,35
347,"Location (35.0544, -85.3102)",16575.195954255156,43,6012,8,43,51.81,40.56,100.0,91.19,72.73,84.25,66.07,Excellent - High Frequency,High Reliability,36
322,"Location (35.0542, -85.3069)",16281.397583265654,44,5767,9,79,53.01,38.91,100.0,83.81,81.82,87.19,65.68,Excellent - High Frequency,High Reliability,37
382,"Location (35.0484, -85.3041)",16145.832784750124,42,5375,10,88,50.6,36.26,100.0,81.97,90.91,88.54,64.91,Excellent - High Frequency,High Reliability,38
310,Unum,16181.457574197351,48,5625,11,208,57.83,37.95,100.0,57.38,100.0,88.19,64.45,Excellent - High Frequency,High Reliability,39
287,"Location (35.0529, -85.3128)",16839.151817133115,42,5985,8,111,50.6,40.38,100.0,77.25,72.73,81.61,63.62,Excellent - High Frequency,High Reliability,40
435,"Location (35.0490, -85.3042)",16138.977126095268,41,5085,10,107,49.4,34.3,100.0,78.07,90.91,88.61,63.44,Excellent - High Frequency,High Reliability,41
205,"Location (35.0463, -85.3041)",16187.624910242865,49,4630,6,58,59.04,31.24,100.0,88.11,54.55,88.12,62.8,Excellent - High Frequency,High Reliability,42
373,"Location (35.0540, -85.3125)",16785.73066389898,39,5466,8,105,46.99,36.88,100.0,78.48,72.73,82.14,61.85,Excellent - High Frequency,High Reliability,43
367,"Location (35.0508, -85.3045)",16130.691964812297,44,4470,10,150,53.01,30.16,100.0,69.26,90.91,88.69,61.78,Excellent - High Frequency,High Reliability,44
327,"Location (35.0551, -85.3114)",16669.476794884038,37,5071,7,86,44.58,34.21,100.0,82.38,63.64,83.31,60.13,Excellent - High Frequency,High Reliability,45
321,"Location (35.0476, -85.3019)",15966.306868863656,36,4506,8,92,43.37,30.4,100.0,81.15,72.73,90.34,59.41,Excellent - High Frequency,High Reliability,46
456,"Location (35.0488, -85.3039)",16113.818764930795,36,4186,8,78,43.37,28.24,100.0,84.02,72.73,88.86,59.19,Excellent - High Frequency,High Reliability,47
341,"Location (35.0373, -85.3118)",17108.255638288698,42,4267,5,55,50.6,28.79,100.0,88.73,45.45,78.92,59.14,Excellent - High Frequency,High Reliability,48
405,"Location (35.0361, -85.3092)",16916.238030758424,43,4359,5,78,51.81,29.41,100.0,84.02,45.45,80.84,58.92,Excellent - High Frequency,High Reliability,49
381,"Location (35.0495, -85.3031)",16029.088627632473,34,4073,8,62,40.96,27.48,100.0,87.3,72.73,89.71,58.85,Excellent - High Frequency,High Reliability,50
191,"Location (35.0469, -85.2948)",15347.210663359187,25,4143,9,45,30.12,27.95,100.0,90.78,81.82,96.53,57.71,Excellent - High Frequency,High Reliability,51
363,"Location (35.0497, -85.3039)",16096.553826358062,33,3853,9,113,39.76,25.99,100.0,76.84,81.82,89.03,57.45,Excellent - High Frequency,High Reliability,52
433,"Location (35.0353, -85.3087)",16890.926791164453,41,3949,5,86,49.4,26.64,100.0,82.38,45.45,81.09,57.24,Excellent - High Frequency,High Reliability,53
403,"Location (35.0458, -85.3032)",16122.22954416108,40,3964,5,81,48.19,26.74,100.0,83.4,45.45,88.78,57.13,Excellent - High Frequency,High Reliability,54
113,"Location (35.0468, -85.3023)",16015.371946716066,34,4020,6,59,40.96,27.12,100.0,87.91,54.55,89.85,57.02,Excellent - High Frequency,High Reliability,55
364,"Location (35.0457, -85.3027)",16078.938046338448,39,3860,5,71,46.99,26.04,100.0,85.45,45.45,89.21,56.92,Excellent - High Frequency,High Reliability,56
431,48,15916.949367174317,34,4215,5,50,40.96,28.44,100.0,89.75,45.45,90.83,56.78,Excellent - High Frequency,High Reliability,57
222,32,15746.740184657952,26,2891,11,65,31.33,19.5,100.0,86.68,100.0,92.53,56.68,Excellent - High Frequency,High Reliability,58
224,"Location (35.0470, -85.2966)",15500.740469863349,29,4422,9,138,34.94,29.83,100.0,71.72,81.82,94.99,56.62,Excellent - High Frequency,High Reliability,59
108,"Location (35.0480, -85.2928)",15139.132416917933,24,3975,9,77,28.92,26.82,100.0,84.22,81.82,98.61,56.09,Excellent - High Frequency,High Reliability,60
284,33,15640.676874620724,25,2906,10,64,30.12,19.6,100.0,86.89,90.91,93.59,55.54,Excellent - High Frequency,High Reliability,61
255,"Location (35.0490, -85.2944)",15265.89405365675,22,3507,8,61,26.51,23.66,100.0,87.5,72.73,97.34,54.12,Excellent - High Frequency,High Reliability,62
457,"Location (35.0345, -85.3072)",16784.954608764467,34,3190,5,87,40.96,21.52,100.0,82.17,45.45,82.15,53.57,Excellent - High Frequency,High Reliability,63
372,"Location (35.0364, -85.3057)",16594.150167871016,31,3742,5,95,37.35,25.24,100.0,80.53,45.45,84.06,53.54,Excellent - High Frequency,High Reliability,64
385,"Location (35.0453, -85.2959)",15487.343342288783,24,3398,7,71,28.92,22.92,100.0,85.45,63.64,95.13,53.29,Excellent - High Frequency,High Reliability,65
352,"Location (35.0362, -85.3051)",16551.349007836325,30,3667,5,93,36.14,24.74,100.0,80.94,45.45,84.49,53.14,Excellent - High Frequency,High Reliability,66
404,"Location (35.0420, -85.3024)",16148.626481685827,31,2469,4,38,37.35,16.66,100.0,92.21,36.36,88.51,51.8,Excellent - High Frequency,High Reliability,67
249,"Location (35.0405, -85.3140)",17211.462347659683,26,3655,4,77,31.33,24.66,100.0,84.22,36.36,77.89,51.5,Excellent - High Frequency,High Reliability,68
368,"Location (35.0351, -85.3120)",17186.37617956679,32,2164,3,58,38.55,14.6,100.0,88.11,27.27,78.14,49.96,Excellent - High Frequency,High Reliability,69
73,"Location (35.0339, -85.2680)",13418.500163092833,34,2221,2,63,40.96,14.98,100.0,87.09,18.18,100.0,49.62,Excellent - High Frequency,High Reliability,70
197,"Location (35.0457, -85.2877)",14747.400344846877,15,3124,7,89,18.07,21.08,100.0,81.76,63.64,100.0,49.47,Excellent - High Frequency,High Reliability,71
149,"Location (35.0346, -85.2698)",13541.04134113435,33,2313,2,72,39.76,15.6,100.0,85.25,18.18,100.0,49.23,Excellent - High Frequency,High Reliability,72
377,"Location (35.0523, -85.2978)",15496.25578278456,20,2171,9,143,24.1,14.65,100.0,70.7,81.82,95.04,49.2,Excellent - High Frequency,High Reliability,73
458,"Location (35.0308, -85.2699)",13701.862328263749,31,2105,2,60,37.35,14.2,100.0,87.7,18.18,100.0,48.57,Excellent - High Frequency,High Reliability,74
291,"Location (35.0427, -85.2985)",15778.425307368572,27,2553,2,70,32.53,17.22,100.0,85.66,18.18,92.22,47.97,Excellent - High Frequency,High Reliability,75
165,"Location (35.0439, -85.2878)",14801.097784879394,15,2756,6,100,18.07,18.59,100.0,79.51,54.55,100.0,47.48,Excellent - High Frequency,High Reliability,76
369,"Location (35.0353, -85.3131)",17279.71598616369,26,1747,3,53,31.33,11.79,100.0,89.14,27.27,77.2,47.47,Excellent - High Frequency,High Reliability,77
268,"Location (35.0417, -85.2999)",15931.2022056516,27,2210,2,74,32.53,14.91,100.0,84.84,18.18,90.69,47.15,Excellent - High Frequency,High Reliability,78
351,"Location (35.0441, -85.2791)",14033.981735150313,16,1099,7,47,19.28,7.41,100.0,90.37,63.64,100.0,46.96,Excellent - High Frequency,High Reliability,79
254,"Location (35.0401, -85.2715)",13492.157510081626,31,1135,3,78,37.35,7.66,100.0,84.02,27.27,100.0,46.96,Excellent - High Frequency,High Reliability,80
371,"Location (35.0433, -85.2963)",15569.144624893748,24,2486,2,71,28.92,16.77,100.0,85.45,18.18,94.31,46.9,Excellent - High Frequency,High Reliability,81
446,"Location (35.0412, -85.2989)",15856.884935670714,24,1861,2,42,28.92,12.55,100.0,91.39,18.18,91.43,46.52,Excellent - High Frequency,High Reliability,82
175,"Location (35.0322, -85.2740)",13994.223044589175,26,1849,2,64,31.33,12.47,100.0,86.89,18.18,100.0,46.42,Excellent - High Frequency,High Reliability,83
136,"Location (35.0434, -85.2808)",14206.421505664664,14,1033,7,76,16.87,6.97,100.0,84.43,63.64,100.0,45.34,Excellent - High Frequency,High Reliability,84
119,"Location (35.0438, -85.2821)",14308.119153063293,15,1279,8,134,18.07,8.63,100.0,72.54,72.73,100.0,45.26,Excellent - High Frequency,High Reliability,85
317,"Location (35.0377, -85.3131)",17212.887363914637,22,1499,3,77,26.51,10.11,100.0,84.22,27.27,77.87,45.02,Excellent - High Frequency,High Reliability,86
426,"Location (35.0651, -85.3101)",16430.44332678596,25,1363,3,101,30.12,9.2,100.0,79.3,27.27,85.7,44.91,Excellent - High Frequency,High Reliability,87
326,"Location (35.0632, -85.3081)",16268.503177792434,19,1385,3,59,22.89,9.34,100.0,87.91,27.27,87.31,44.44,Excellent - High Frequency,High Reliability,88
447,"Location (35.0628, -85.3062)",16096.551647026326,17,1309,3,55,20.48,8.83,100.0,88.73,27.27,89.03,43.81,Excellent - High Frequency,High Reliability,89
247,"Location (35.0487, -85.2783)",13834.205633193116,13,527,7,85,15.66,3.56,100.0,82.58,63.64,100.0,43.73,Excellent - High Frequency,High Reliability,90
388,"Location (35.0171, -85.3234)",18802.899318131505,20,1462,2,68,24.1,9.86,100.0,86.07,18.18,61.97,43.71,Excellent - High Frequency,High Reliability,91
207,"Location (35.0155, -85.3245)",18963.23319039226,19,1413,2,59,22.89,9.53,100.0,87.91,18.18,60.37,43.59,Excellent - High Frequency,High Reliability,92
357,"Location (35.0628, -85.3110)",16536.63823343563,19,1195,3,79,22.89,8.06,100.0,83.81,27.27,84.63,43.44,Excellent - High Frequency,High Reliability,93
18,"Location (35.0379, -85.3148)",17355.78547869321,20,1241,3,100,24.1,8.37,100.0,79.51,27.27,76.44,43.19,Excellent - High Frequency,High Reliability,94
271,"Location (35.0494, -85.2763)",13640.820116451456,11,477,6,58,13.25,3.22,100.0,88.11,54.55,100.0,42.95,Excellent - High Frequency,High Reliability,95
380,"Location (35.0619, -85.3081)",16276.017601337511,16,1271,3,73,19.28,8.57,100.0,85.04,27.27,87.24,42.88,Excellent - High Frequency,High Reliability,96
239,"Location (35.0361, -85.2689)",13411.515262954665,29,1442,2,184,34.94,9.73,100.0,62.3,18.18,100.0,42.82,Excellent - High Frequency,High Reliability,97
355,"Location (35.0655, -85.3108)",16488.751324438508,25,1195,2,130,30.12,8.06,100.0,73.36,18.18,85.11,42.77,Excellent - High Frequency,High Reliability,98
60,"Location (35.0346, -85.2663)",13242.823789912638,29,1759,1,183,34.94,11.87,100.0,62.5,9.09,100.0,42.58,Excellent - High Frequency,High Reliability,99
395,"Location (35.0428, -85.2917)",15181.34014230995,14,1893,2,79,16.87,12.77,100.0,83.81,18.18,98.19,42.44,Excellent - High Frequency,High Reliability,100
370,"Location (35.0495, -85.2880)",14683.180453394674,13,2759,7,284,15.66,18.61,100.0,41.8,63.64,100.0,42.13,Excellent - High Frequency,High Reliability,101
339,"Location (35.0328, -85.3132)",17365.84540223165,18,1064,1,56,21.69,7.18,100.0,88.52,9.09,76.34,41.76,Excellent - High Frequency,High Reliability,102
106,"Location (35.0463, -85.3161)",17263.52935324641,18,2786,2,201,21.69,18.8,100.0,58.81,18.18,77.36,41.7,Excellent - High Frequency,High Reliability,103
253,"Location (35.0448, -85.3203)",17673.001017576327,16,965,1,45,19.28,6.51,100.0,90.78,9.09,73.27,41.3,Excellent - High Frequency,High Reliability,104
282,"Location (35.0090, -85.3241)",19197.613515241574,19,1396,1,103,22.89,9.42,100.0,78.89,9.09,58.02,41.29,Excellent - High Frequency,High Reliability,105
171,"Location (35.0612, -85.3059)",16091.381425005473,15,1236,3,114,18.07,8.34,100.0,76.64,27.27,89.09,41.24,Excellent - High Frequency,High Reliability,106
220,"Location (35.0394, -85.2659)",13026.373818775985,21,599,2,105,25.3,4.04,100.0,78.48,18.18,100.0,41.13,Excellent - High Frequency,High Reliability,107
135,"Location (35.0147, -85.3261)",19127.662927928555,16,1240,2,107,19.28,8.37,100.0,78.07,18.18,58.72,40.86,Excellent - High Frequency,High Reliability,108
227,"Location (34.9871, -85.2876)",17454.508944879137,15,978,2,82,18.07,6.6,100.0,83.2,18.18,75.45,40.8,Excellent - High Frequency,High Reliability,109
261,"Location (35.0224, -85.2433)",11928.26811832894,13,1346,1,57,15.66,9.08,100.0,88.32,9.09,100.0,40.8,Excellent - High Frequency,High Reliability,110
270,"Location (35.0349, -85.3148)",17442.139198662375,19,1151,3,166,22.89,7.76,100.0,65.98,27.27,75.58,40.68,Excellent - High Frequency,High Reliability,111
420,"Location (35.0127, -85.2288)",11448.484702196187,12,1241,1,49,14.46,8.37,100.0,89.96,9.09,100.0,40.53,Excellent - High Frequency,High Reliability,112
349,"Location (35.1020, -85.2747)",13433.810699797194,13,780,1,30,15.66,5.26,100.0,93.85,9.09,100.0,40.48,Excellent - High Frequency,High Reliability,113
245,"Location (35.0194, -85.2396)",11817.474982558093,12,1242,1,51,14.46,8.38,100.0,89.55,9.09,100.0,40.47,Excellent - High Frequency,High Reliability,114
412,"Location (35.0613, -85.3093)",16391.227491708563,16,1271,3,156,19.28,8.57,100.0,68.03,27.27,86.09,40.32,Excellent - High Frequency,High Reliability,115
54,"Location (35.0093, -85.2136)",10668.579077980667,12,1241,1,56,14.46,8.37,100.0,88.52,9.09,100.0,40.31,Excellent - High Frequency,High Reliability,116
173,"Location (35.0098, -85.2182)",10923.318282043329,13,1345,1,77,15.66,9.07,100.0,84.22,9.09,100.0,40.18,Excellent - High Frequency,High Reliability,117
445,"Location (35.0103, -85.2197)",10989.04308156252,12,1242,1,61,14.46,8.38,100.0,87.5,9.09,100.0,40.16,Excellent - High Frequency,High Reliability,118
259,"Location (35.0257, -85.2775)",14564.408062248234,15,900,1,76,18.07,6.07,100.0,84.43,9.09,100.0,39.91,Excellent - High Frequency,High Reliability,119
443,"Location (35.0103, -85.2126)",10524.649308311857,13,1345,1,87,15.66,9.07,100.0,82.17,9.09,100.0,39.87,Excellent - High Frequency,High Reliability,120
103,"Location (35.0575, -85.2541)",11473.83984501075,16,494,1,68,19.28,3.33,100.0,86.07,9.09,100.0,39.64,Excellent - High Frequency,High Reliability,121
127,"Location (35.0068, -85.2108)",10687.297546426966,10,1035,1,46,12.05,6.98,100.0,90.57,9.09,100.0,39.6,Excellent - High Frequency,High Reliability,122
439,"Location (35.0686, -85.2890)",14477.474986544785,12,720,1,45,14.46,4.86,100.0,90.78,9.09,100.0,39.6,Excellent - High Frequency,High Reliability,123
137,"Location (35.0505, -85.3152)",17093.898998065302,20,3650,3,376,24.1,24.62,100.0,22.95,27.27,79.06,39.58,Excellent - High Frequency,High Reliability,124
378,"Location (35.0167, -85.2357)",11693.642737458833,11,1139,1,73,13.25,7.68,100.0,85.04,9.09,100.0,39.28,Excellent - High Frequency,High Reliability,125
315,"Location (35.0109, -85.2239)",11238.202245081304,12,1241,1,95,14.46,8.37,100.0,80.53,9.09,100.0,39.12,Excellent - High Frequency,High Reliability,126
158,"Location (35.0185, -85.2388)",11810.946270524515,12,1242,1,96,14.46,8.38,100.0,80.33,9.09,100.0,39.09,Excellent - High Frequency,High Reliability,127
